Material_Name,Chemical_Composition,Material_Class,Film_Thickness,Substrate,Material_Type,Superconductor_Type,Superconducting_Transition_Temperature,Pressure,Crystal_Structure,Lattice_Structure,Space_Group,"Lattice_Constant(a)","Lattice_Constant(b)","Lattice_Constant(c)",Lower_Critical_Field,Upper_Critical_Field,Experimental,DOI
CeCo0.8Ni0.2In5,CeCo0.8Ni0.2In5,Bulk,,,SC,Heavy fermion,0.8 K,,Tetragonal,HoCoGa5-type,,,,,,,,10.1103/PhysRevB.99.054506
CeCo0.8Ni0.2In5,CeCo0.8Ni0.2In5,Bulk,,,SC,Heavy-fermion,,ambient,Tetragonal,HoCoGa5-type,,,,,,1.6 T,TRUE,10.1103/PhysRevMaterials.8.L081801
CeCo0.95Ni0.05In5,CeCo0.95Ni0.05In5,Bulk,,,SC,Heavy-fermion,,ambient,Tetragonal,HoCoGa5-type,,,,,,,TRUE,10.1103/PhysRevMaterials.8.L081801
CeCo0.98Ni0.02In5,CeCo0.98Ni0.02In5,Bulk,,,SC,Heavy-fermion,,ambient,Tetragonal,HoCoGa5-type,,,,,,,TRUE,10.1103/PhysRevMaterials.8.L081801
10% Cd-doped CeCoIn5,CeCo0.9Cd0.1In5,Bulk,,,SC,Heavy-fermion,1.3 K,,,,,,,,,3 T,TRUE,10.1016/j.physb.2007.10.228
CeCo0.9Ni0.1In5,CeCo0.9Ni0.1In5,Bulk,,,SC,Heavy fermion,,,Tetragonal,HoCoGa5-type,,,,,,,,10.1103/PhysRevB.99.054506
CeCo2,CeCo2,Bulk,,,SC,Type-II,,,,,,,,,,,,10.1103/PhysRevB.56.8346
CeCo2,CeCo2,Bulk,,,SC,,1.6 K,,,,,,,,,,,10.1103/PhysRevB.60.14868
CeCo2,CeCo2,Bulk,,,SC,,1.5 K,,,,,,,,,,,10.1103/PhysRevB.21.79
CeCo2,CeCo2,Bulk,,,SC,Type-II,1.5 K,,Cubic,C15 Laves-phase (MgCu2-type),,,,,,0.2 T,True,10.1103/PhysRevB.55.2768
CeCo2,CeCo2,Bulk,,,SC,,1 K,,,,,,,,,,True,10.1103/PhysRevB.26.445
CeCo2,CeCo2,Bulk,,,SC,Type-II,,,,,,,,,,,,10.1103/PhysRevB.29.493
CeCo2,CeCo2,Bulk,,,SC,,1 K,,,,,,,,,,,10.1103/PhysRevB.30.444
CeCo2,CeCo2,Bulk,,,SC,,,,,,,,,,,,,10.1103/PhysRevB.41.9013
CeCo2,CeCo2,,,,SC,,1 K,,,Laves phase,,,,,,,,10.1103/PhysRevB.60.5348
CeCo2,CeCo2,Bulk,,,SC,Type-II,0.84 K,,Cubic,MgCu2 type,,7.156 Å,7.156 Å,7.156 Å,,,TRUE,10.1016/S0921-4526(99)00130-1
CeCo2,CeCo2,Bulk,,,SC,Type-II,0.82 K,,,,,,,,7.5 mT,0.275 T,TRUE,10.1016/0304-8853(94)01491-4
CeCo2,CeCo2,,,,SC,,1.5 K,,,,,,,,,,FALSE,10.1016/j.jmmm.2021.168917
CeCo2,CeCo2,Bulk,,,SC,Type-II,1 K,,Cubic Laves-phase,,,7.171 Å,,,,0.275 T,TRUE,10.1016/j.physb.2005.01.126
CeCo2,CeCo2,Bulk,,,SC,Type-II,1.5 K,,C15 Laves phase,,,,,,,,FALSE,10.1016/S0921-4534(99)00040-4
CeCo2B2C,CeCo2B2C,Bulk,,,NSC,,,ambient pressure,,LuNi2B2C-type,,,,,,,True,10.1103/PhysRevB.51.12829
CeCo2B2C,CeCo2B2C,Bulk,,,NSC,,,,,,,,,,,,,10.1103/PhysRevB.60.3355
CeCo2B2C,CeCo2B2C,Bulk,,,NSC,,NSC,,Tetragonal,LuNi2B2C-type,I4/mmm,,,,,,True,10.1103/PhysRevB.62.8942
CeCo₂Ge₂,CeCo2Ge2,Bulk,,,NSC,,< 0.07 K,,Tetragonal,ThCr₂Si₂ type,,,,,,,True,10.1103/PhysRevB.27.3092
CeCo2Ge2,CeCo2Ge2,Bulk,,,NSC,,,ambient,Tetragonal,ThCr2Si2-type,I4/mmm,,,,,,TRUE,10.1103/PhysRevB.98.165136
CeCo₂Si₂,CeCo2Si2,Bulk,,,NSC,,< 0.07 K,,Tetragonal,ThCr₂Si₂ type,,,,,,,True,10.1103/PhysRevB.27.3092
CeCo4B4,CeCo4B4,,,,SC,,,,Tetragonal,primitive tetragonal,,,,,,,,10.1103/PhysRevB.33.4680
CeCo4B4,CeCo4B4,Bulk,,,SC,,,,Tetragonal,primitive tetragonal,,,,,,,,10.1103/PhysRevB.27.6703
CeCo(Cd0.1In0.9)5,CeCoCd0.5In4.5,,,,SC,Heavy-fermion/NA,1.3 K,,,,,,,,,,FALSE,10.1103/PhysRevB.77.172502
CeCoCd5,CeCoCd5,Bulk,,,AFM,,NSC,,,,,,,,,,TRUE,10.1103/PhysRevB.78.184519
CeCoGe3,CeCoGe3,Bulk,,,SC,Heavy-fermion,,,,,,,,,,,,10.1103/PhysRevB.106.184509
CeCoGe3,CeCoGe3,,,,SC,,,high pressure,,,,,,,,,FALSE,10.1103/PhysRevB.94.024518
CeCoGe3,CeCoGe3,Bulk,,,SC,Unconventional/Heavy Fermion,0.7 K,5.5 GPa,Tetragonal,BaNiSn3-type,I4mm,4.320,4.320,9.835,,,TRUE,10.1103/PhysRevB.102.245127
Cerium Cobalt Germanide,CeCoGe3,,,,SC,,,,,,,,,,,,FALSE,10.1103/PhysRevB.107.134518
CeCoGe3,CeCoGe3,Bulk,,,SC,Type-II,,,Tetragonal,BaNiSn3-type,I4mm,,,,,Extremely large (exact value NA),FALSE,10.1103/PhysRevB.81.140507
CeCoGe3,CeCoGe3,Bulk,,,"SC,AFM","Heavy-fermion, noncentrosymmetric, Type-II",0.7 K,>5.4 GPa,Tetragonal,BaNiSn3-type,I4mm,,,,,,FALSE,10.1103/PhysRevB.97.184422
Cerium Cobalt Germanide,CeCoGe3,,,,SC,Heavy-fermion,,,,,,,,,,,FALSE,10.1103/PhysRevB.105.224505
CeCoGe3,CeCoGe3,,,,SC,"Heavy fermion, noncentrosymmetric",,under applied pressure,,,,,,,,,FALSE,10.1103/PhysRevB.86.245104
CeCoGe3,CeCoGe3,Bulk,,,SC,"noncentrosymmetric, unconventional, heavy-fermion, Type-II",,,Tetragonal,,,,,,,,TRUE,10.1103/PhysRevB.86.174514
CeCoGe3,CeCoGe3,,,,NSC,,,ambient,Tetragonal,noncentrosymmetric,I4mm,,,,,,FALSE,10.1103/PhysRevB.99.125144
CeCoGe3,CeCoGe3,,,,SC,Noncentrosymmetric/Heavy Fermion,,high pressure,,,,,,,,,FALSE,10.1103/PhysRevB.83.064522
CeCoGe3,CeCoGe3,Bulk,,,SC,,,Applied pressure,,,,,,,,,FALSE,10.1103/PhysRevB.94.054515
CeCoGe3,CeCoGe3,Bulk,,,"SC, AFM",Heavy-fermion,,Pressure-induced,Tetragonal,,I4mm,,,,,,FALSE,10.1103/PhysRevB.89.094509
CeCoGe3,CeCoGe3,Bulk,,,SC,Heavy-fermion/Noncentrosymmetric,,,,Noncentrosymmetric,,,,,,,FALSE,10.1103/PhysRevLett.104.017002
CeCoGe3,CeCoGe3,Bulk,,,SC,Heavy-fermion/Type-II,,,Tetragonal,BaNiSn3-type,I4mm (No. 107),,,,,very large,FALSE,10.1103/PhysRevB.99.024504
CeCoGe3,CeCoGe3,Bulk,,,SC,Type-II,0.7 K,5.5 GPa,Tetragonal,BaNiSn3-type,I4mm,,,,,,TRUE,10.1016/j.jmmm.2006.10.717
CeCoGe3,CeCoGe3,Bulk,,,SC,Type-II,0.635 K,7.1 GPa,Non-centrosymmetric,,,,,,,17 T,TRUE,10.1016/j.physc.2009.11.013
CeCoGe3,CeCoGe3,Bulk,,,SC,Non-centrosymmetric,0.72 K,5.6 GPa,,,,,,,,7 T,TRUE,10.1016/j.jmmm.2006.11.197
CeCoGe3,CeCoGe3,,,,SC,,0.7 K,5.5 GPa,,,,,,,,,FALSE,10.1016/j.physc.2019.1353586
CeCo(In0.9Cd0.1)5,CeCoIn4.5Cd0.5,Bulk,,,NSC,Unconventional/Heavy-fermion,,ambient,,,,,,,,,FALSE,10.1103/PhysRevB.105.115121
CeCo(In0.9Hg0.1)5,CeCoIn4.5Hg0.5,Bulk,,,NSC,Unconventional/Heavy-fermion,,ambient,,,,,,,,,FALSE,10.1103/PhysRevB.105.115121
CeCo(In0.9Sn0.1)5,CeCoIn4.5Sn0.5,Bulk,,,NSC,Unconventional/Heavy-fermion,,ambient,,,,,,,,,FALSE,10.1103/PhysRevB.105.115121
CeCoIn4.76Sn0.24,CeCoIn4.76Sn0.24,Bulk,,,NSC,,,ambient pressure,Tetragonal,HoCoGa5-type,,,,,,,TRUE,10.1103/PhysRevLett.95.016406
CeCoIn4.82Sn0.18,CeCoIn4.82Sn0.18,Bulk,,,NSC,,,ambient pressure,Tetragonal,HoCoGa5-type,,,,,,,TRUE,10.1103/PhysRevLett.95.016406
CeCoIn4.82Sn0.18,CeCoIn4.82Sn0.18,Bulk,,,NSC,Heavy-fermion,NSC,Ambient,Tetragonal,,,,,,,,TRUE,10.1103/PhysRevB.73.245109
CeCoIn4.82Sn0.18,CeCoIn4.82Sn0.18,Bulk,,,NSC,Heavy-fermion/Unconventional/Type-II,0 K,ambient,Tetragonal,Layered,,,,,,0 T,TRUE,10.1103/PhysRevLett.100.136401
CeCoIn4.82Sn0.18,CeCoIn4.82Sn0.18,Bulk,,,NSC,,NSC,"ambient, up to 30 kbar",Tetragonal,,,,,,,,TRUE,10.1103/PhysRevLett.105.126401
CeCoIn4.85Sn0.15,CeCoIn4.85Sn0.15,Bulk,,,SC,Heavy-fermion/Unconventional/Type-II,0.44 K,Ambient,Tetragonal,,,,,,,,TRUE,10.1103/PhysRevB.73.245109
CeCoIn4.88Sn0.12,CeCoIn4.88Sn0.12,Bulk,,,SC,Type-II,,ambient pressure,Tetragonal,HoCoGa5-type,,,,,,,TRUE,10.1103/PhysRevLett.95.016406
CeCoIn4.88Sn0.12,CeCoIn4.88Sn0.12,Bulk,,,SC,Heavy-fermion/Unconventional/Type-II,0.79 K,Ambient,Tetragonal,,,,,,,,TRUE,10.1103/PhysRevB.73.245109
CeCoIn4.88Sn0.12,CeCoIn4.88Sn0.12,Bulk,,,SC,Heavy-fermion/Unconventional/Type-II,0.75 K,ambient,Tetragonal,Layered,,,,,,2.5 T,TRUE,10.1103/PhysRevLett.100.136401
CeCoIn4.88Sn0.12,CeCoIn4.88Sn0.12,Bulk,,,SC,heavy fermion/d-wave,,"ambient, up to 30 kbar",Tetragonal,,,,,,,,TRUE,10.1103/PhysRevLett.105.126401
CeCoIn4.88Sn0.12,CeCoIn4.88Sn0.12,Bulk,,,SC,Type-II,0.7 K,0,Tetragonal,Quasi-two-dimensional,,,,,,,TRUE,10.1016/j.physb.2006.01.039
Sn-doped CeCoIn5,CeCoIn4.88Sn0.12,Bulk,,,SC,Type-II,0.7 K,0 kbar,,,,,,,,,TRUE,10.1016/j.physb.2005.01.076
CeCoIn4.90Sn0.10,CeCoIn4.90Sn0.10,Bulk,,,SC,heavy fermion/d-wave,,"ambient, up to 30 kbar",Tetragonal,,,,,,,,TRUE,10.1103/PhysRevLett.105.126401
CeCoIn4.91Sn0.09,CeCoIn4.91Sn0.09,Bulk,,,SC,Type-II,,ambient pressure,Tetragonal,HoCoGa5-type,,,,,,,TRUE,10.1103/PhysRevLett.95.016406
CeCoIn4.91Sn0.09,CeCoIn4.91Sn0.09,Bulk,,,SC,Heavy-fermion/Unconventional/Type-II,1.14 K,Ambient,Tetragonal,,,,,,,,TRUE,10.1103/PhysRevB.73.245109
CeCoIn4.91Sn0.09,CeCoIn4.91Sn0.09,Bulk,,,SC,Heavy-fermion/Unconventional/Type-II,1.15 K,ambient,Tetragonal,Layered,,,,,,3.4 T,TRUE,10.1103/PhysRevLett.100.136401
CeCoIn4.94Sn0.06,CeCoIn4.94Sn0.06,Bulk,,,SC,Heavy-fermion/Unconventional/Type-II,1.56 K,Ambient,Tetragonal,,,,,,,,TRUE,10.1103/PhysRevB.73.245109
CeCoIn4.94Sn0.06,CeCoIn4.94Sn0.06,Bulk,,,SC,Heavy-fermion/Unconventional/Type-II,1.50 K,ambient,Tetragonal,Layered,,,,,,3.9 T,TRUE,10.1103/PhysRevLett.100.136401
CeCoIn4.94Sn0.06,CeCoIn4.94Sn0.06,Bulk,,,SC,Type-II,0.7 K,0,Tetragonal,Quasi-two-dimensional,,,,,,11.5 T,TRUE,10.1016/j.physb.2006.01.039
CeCoIn4.95Cd0.05,CeCoIn4.95Cd0.05,Bulk,,,SC,,,-0.7 GPa,,,,,,,,,FALSE,10.1103/PhysRevLett.106.087003
CeCoIn4.97Sn0.03,CeCoIn4.97Sn0.03,Bulk,,,SC,Heavy-fermion/Unconventional/Type-II,1.89 K,Ambient,Tetragonal,,,,,,,,TRUE,10.1103/PhysRevB.73.245109
CeCoIn4.97Sn0.03,CeCoIn4.97Sn0.03,Bulk,,,SC,Heavy-fermion/Unconventional/Type-II,1.80 K,ambient,Tetragonal,Layered,,,,,,4.5 T,TRUE,10.1103/PhysRevLett.100.136401
CeCoIn4.97Sn0.03,CeCoIn4.97Sn0.03,Bulk,,,SC,heavy fermion/d-wave,,"ambient, up to 30 kbar",Tetragonal,,,,,,,,TRUE,10.1103/PhysRevLett.105.126401
CeCoIn4.985Sn0.015,CeCoIn4.985Sn0.015,Bulk,,,SC,Heavy-fermion/Unconventional/Type-II,2.08 K,Ambient,Tetragonal,,,,,,,,TRUE,10.1103/PhysRevB.73.245109
CeCoIn5,CeCoIn5,Bulk,,,SC,Type-II,,,,,,,,,,,,10.1103/PhysRevB.65.092509
CeCoIn5,CeCoIn5,,,,SC,Heavy-fermion,,,,,,,,,,,,10.1103/PhysRevLett.89.157001
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy fermion/unconventional,2.3 K,ambient pressure,Tetragonal,layered,,,,,,,True,10.1103/PhysRevB.64.180514
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy fermion,,ambient pressure,,layered,,,,,,,,10.1103/PhysRevB.66.134516
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion,2.3 K,ambient pressure,Tetragonal,HoCoGa5 structure,,,,,,,True,10.1103/PhysRevB.64.212508
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion/unconventional,2.3 K,ambient pressure,Tetragonal,HoCoGa5-type,,4.612 Å,4.612 Å,7.549 Å,,"49 kOe (H||c), 116 kOe (H||a) at 50 mK",True,10.1103/PhysRevB.65.180504
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy fermion/unconventional,2.3 K,ambient pressure,tetragonal,layered structure with alternating CeIn3 and CoIn2 layers,,,,,,5 T,True,10.1103/PhysRevLett.88.047005
CeCoIn5,CeCoIn5,Bulk,,,SC,unconventional/heavy fermion,2.3 K,,tetragonal,HoCoGa5 structure,,,,,,,True,10.1103/PhysRevLett.89.106402
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy fermion/Type-II,2.3 K,Ambient pressure,Tetragonal,Layered structure with alternating CeIn3 and CoIn2 layers,,,,,,~100 kOe for field perpendicular to [001],,10.1103/PhysRevB.66.214510
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy fermion/Type-II,2.3 K,ambient pressure,Tetragonal,HoCoGa5 structure,,,,,,,True,10.1103/PhysRevB.64.134526
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy fermion,2.3 K,ambient pressure,Tetragonal,HoCoGa5 structure,P4/mmm,,,,,,,10.1103/PhysRevB.65.100505
CeCoIn5,CeCoIn5,Bulk,,,SC,Type-II/Heavy fermion,2.3 K,ambient pressure,,,,,,,,4.95 T,True,10.1103/PhysRevLett.89.137002
Cerium cobalt indium,CeCoIn5,,,,SC,,,,,,,,,,,,,10.1103/PhysRevB.65.140502
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy fermion/unconventional,2.3 K,,,,,,,,,,True,10.1103/PhysRevB.65.161101
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion,2.3 K,ambient pressure,,HoCoGa5 structure,,4.613 Å,4.613 Å,7.542 Å,,"370 kOe (a-axis), 170 kOe (c-axis)",True,10.1103/PhysRevB.66.054534
CeCoIn5,CeCoIn5,,,,SC,Heavy fermion,,ambient pressure,,,,,,,,,,10.1103/PhysRevB.64.220504
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy fermion/unconventional,2.3 K,,Tetragonal,HoCoGa5 type,,4.62 Å,4.62 Å,7.56 Å,,5.5 T (H||[001]) and 11.9 T (H||[110]) at T=20 mK,True,10.1103/PhysRevB.65.100514
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion,2.3 K,ambient pressure,Tetragonal,HoCoGa5 structure,,,,,,,True,10.1103/PhysRevB.65.014506
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion/unconventional,2.3 K at atmospheric pressure,0 to 4.2 GPa,Tetragonal,Layered,,,,,,Hc2(0) > 6 T,True,10.1103/PhysRevLett.89.157004
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion/unconventional,2.3 K,ambient pressure,tetragonal,layered,,,,,,"11 T (H∥ab), 5 T (H⊥ab)",True,10.1103/PhysRevLett.87.057002
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy fermion,2.3 K,ambient pressure,Tetragonal,HoCoGa5 structure,,,,,,,True,10.1103/PhysRevB.64.100503
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy fermion,,,,,,,,,,,,10.1103/PhysRevB.66.224501
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion,2.3 K,,Tetragonal,layered,,,,,,,True,10.1103/PhysRevB.64.134524
CeCoIn5,CeCoIn5,Bulk,,,SC,,,,Tetragonal,,,,,,,,,10.1103/PhysRevB.66.224504
Cerium cobalt indium,CeCoIn5,Bulk,,,SC,Type-II,,,,,,,,,,,,10.1103/PhysRevLett.89.137006
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion/unconventional,2.3 K,ambient pressure,tetragonal,quasi-2D tetragonal,,,,,,,True,10.1103/PhysRevLett.86.5152
CeCoIn5,CeCoIn5,Bulk,,,SC,Type-II,,,,,,,,,,,,10.1103/PhysRevB.66.184516
CeCoIn5,CeCoIn5,,,,SC,,2 K,,,,,,,,,,,10.1103/PhysRevB.70.104512
CeCoIn5,CeCoIn5,Bulk,,,SC,"Centrosymmetric, Heavy-fermion",,,,Centrosymmetric,,,,,,,FALSE,10.1103/PhysRevResearch.3.023179
CeCoIn5,CeCoIn5,,,,SC,Heavy-fermion,,,,,,,,,,,FALSE,10.1103/PhysRevLett.104.059702
CeCoIn5,CeCoIn5,,,,SC,heavy-fermion,,,,,,,,,,,FALSE,10.1103/PhysRevB.81.054509
CeCoIn5,CeCoIn5,,,,SC,Unconventional/Heavy-fermion/NA,,,,,,,,,,,FALSE,10.1103/PhysRevB.92.155147
CeCoIn5,CeCoIn5,Bulk,,,SC,,,,,,,,,,,,FALSE,10.1103/PhysRevLett.107.087002
CeCoIn5,CeCoIn5,,,,SC,heavy-fermion,,,,,,,,,,,,10.1103/PhysRevB.83.224507
Cerium Cobalt Indium,CeCoIn5,,,,SC,heavy fermion,,,,,,,,,,,FALSE,10.1103/PhysRevB.86.180502
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion/d-wave/Type-II,2.3 K,,,,,,,,,"H'_{c2,c} ≈ 11.5 T/K",TRUE,10.1103/PhysRevB.81.184528
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion,2.3 K,,,,,,,,,,TRUE,10.1103/PhysRevLett.95.067002
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion,2.3 K,ambient,Tetragonal,,,,,,,,FALSE,10.1103/PhysRevB.110.205105
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion,2.3 K,ambient,Tetragonal,HoCoGa5-type,,,,,,,TRUE,10.1103/PhysRevB.70.035113
CeCoIn5,CeCoIn5,Bulk,,,SC,unconventional/Heavy Fermion,2.3 K,,Tetragonal,HoCoGa5-type,,,,,,,TRUE,10.1103/PhysRevLett.89.106402
CeCoIn5,CeCoIn5,,,,SC,Heavy-fermion,,,Tetragonal,,,,,,,,TRUE,10.1103/PhysRevB.79.134514
CeCoIn5,CeCoIn5,Bulk,,,SC,Unconventional/Heavy Fermion,2.3 K,,Tetragonal,HoCoGa5-type,P4/mmm (No. 123),,,,,,FALSE,10.1103/PhysRevB.110.064434
CeCoIn5,CeCoIn5,Bulk,,,SC,heavy-fermion,2.3 K,,Tetragonal,,,,,,,Hc2^parallel = 11.9 T; Hc2^perpendicular = 4.95 T,FALSE,10.1103/PhysRevB.86.134516
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion,,,Tetragonal,,,,,,,,TRUE,10.1103/PhysRevB.82.180515
CeCoIn5,CeCoIn5,Bulk,,,SC,Type-II,2.3 K,ambient pressure,Tetragonal,HoCoGa5-type,,,,,,,TRUE,10.1103/PhysRevLett.95.016406
CeCoIn5,CeCoIn5,,,,SC,Unconventional,,,,,,,,,,,FALSE,10.1103/PhysRevB.89.241105
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy fermion/Unconventional,2.3 K,,,,,,,,,,TRUE,10.1103/PhysRevB.75.054523
CeCoIn5,CeCoIn5,Bulk,,,SC,Type-II/heavy-fermion,2.3 K,,,,,,,,,4.2 T (at 1.25 K),FALSE,10.1103/PhysRevB.84.012503
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion/Unconventional/Type-II,,ambient pressure,,,,,,,,,FALSE,10.1103/PhysRevB.86.094508
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy fermion/Unconventional,2.3 K,Ambient pressure,Tetragonal,Layered (CeIn3 layers separated by CoIn2 layers),,,,,,,TRUE,10.1103/PhysRevB.72.045119
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion/Unconventional/Type-II,2.25 K,Ambient,Tetragonal,,,,,,,"4.95 T (H||c), 12 T (H||ab)",TRUE,10.1103/PhysRevB.73.245109
CeCoIn5,CeCoIn5,Bulk,,,SC,Unconventional/Heavy-Fermion/Type-II,,,,,,,,,,5.4 T,TRUE,10.1103/PhysRevLett.99.147005
CeCoIn5,CeCoIn5,Bulk,,,SC,Type-II/heavy-fermion,470 mK,ambient,,,,,,,,11.8 T,TRUE,10.1103/PhysRevLett.98.036402
CeCoIn5,CeCoIn5,,,,SC,heavy-fermion,,,,,,,,,,,FALSE,10.1103/PhysRevLett.133.266505
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion,,,,,,,,,,,TRUE,10.1103/PhysRevB.93.195147
CeCoIn5,CeCoIn5,Bulk,,,SC,d-wave,,,,,,,,,,,TRUE,10.1103/PhysRevB.109.024516
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion,,,,,,,,,,,FALSE,10.1103/PhysRevLett.120.187004
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion,,,,,,,,,,,FALSE,10.1103/PhysRevB.88.014510
CeCoIn5,CeCoIn5,single crystal,,,SC,,,ambient pressure,Tetragonal,,,,,,,,TRUE,10.1103/PhysRevLett.104.127001
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion,,finite magnetic fields,,,,,,,,,TRUE,10.1103/PhysRevB.85.035104
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy Fermion/d-wave,2.3 K,,Tetragonal,115 structure,,,,,,,FALSE,10.1103/PhysRevLett.105.217002
CeCoIn5,CeCoIn5,Bulk,,,SC,,,,Tetragonal,HoCoGa5-type,P4/mmm,,,,,,FALSE,10.1103/PhysRevB.101.155125
CeCoIn5,CeCoIn5,Bulk,,,SC,heavy-fermion,2.3 K,ambient,Tetragonal,,,,,,,,FALSE,10.1103/PhysRevB.102.165124
CeCoIn5,CeCoIn5,Bulk,,,SC,Type-II/heavy-fermion,,Ambient,,,,,,,,4.95 T (H // [001]),TRUE,10.1103/PhysRevLett.91.187004
CeCoIn5,CeCoIn5,,,,SC,heavy-fermion,,,,,,,,,,,,10.1103/PhysRevB.90.205113
CeCoIn5,CeCoIn5,Bulk,,,SC,Unconventional/Heavy Fermion,,,Tetragonal,,,,,,,,FALSE,10.1103/PhysRevB.110.075161
CeCoIn5,CeCoIn5,Bulk,,,SC,Unconventional/Heavy-fermion/Type-II,,Ambient pressure,,,,,,,,,TRUE,10.1103/PhysRevLett.92.217002
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion/Type-II,2.3 K,Ambient,Tetragonal,,,,,,,11.8 T,TRUE,10.1103/PhysRevLett.106.137004
CeCoIn5,CeCoIn5,,,,SC,heavy fermion,,,,,,,,,,,FALSE,10.1103/PhysRevB.101.224509
CeCoIn5,CeCoIn5,Bulk,,,SC,Type-II,2.3 K,0 GPa,Tetragonal,Layered,,,,,,5 T,TRUE,10.1103/PhysRevLett.106.087003
CeCoIn5,CeCoIn5,Bulk,,,SC,Type-II/heavy-fermion,2.242 K,0 GPa,Tetragonal,Layered,,,,,,11.73 T,TRUE,10.1103/PhysRevLett.96.117001
CeCoIn5,CeCoIn5,Bulk,,,SC,Type-II/heavy-fermion,2.428 K,0.45 GPa,Tetragonal,Layered,,,,,,12.72 T,TRUE,10.1103/PhysRevLett.96.117001
CeCoIn5,CeCoIn5,Bulk,,,SC,Type-II/heavy-fermion,2.584 K,1.34 GPa,Tetragonal,Layered,,,,,,14.28 T,TRUE,10.1103/PhysRevLett.96.117001
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy fermion,,Pc ≈ 0 GPa,,,,,,,,,,10.1103/PhysRevB.74.014406
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion,2.3 K,,,Layered,,,,,,,FALSE,10.1103/PhysRevB.97.165120
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy fermion/Unconventional/Type-II/d-wave,2.3 K,ambient pressure,Tetragonal,quasi-2D layered,,,,,,4.95 T,TRUE,10.1103/PhysRevLett.91.257001
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion,,,Tetragonal,,,,,,,,TRUE,10.1103/PhysRevB.97.245120
CeCoIn5,CeCoIn5,Bulk,,,SC,Type-II/heavy-fermion,2.27 K,,,,,,,,,,TRUE,10.1103/PhysRevB.99.035136
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion/Unconventional,,Ambient,,,,,,,,,TRUE,10.1103/PhysRevB.102.205112
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion/Unconventional,2.3 K,0 GPa,Tetragonal,HoCoGa5-type,P4/mmm,,,,,,FALSE,10.1103/PhysRevLett.114.146403
Cerium Cobalt Indium,CeCoIn5,Bulk,,,SC,Heavy-fermion,,,,,,,,,,,FALSE,10.1103/PhysRevB.72.014542
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy-fermion,2.3 K,ambient,Tetragonal,,,,,,,,,10.1103/PhysRevLett.105.246404
CeCoIn5,CeCoIn5,Bulk,,,SC,Heavy fermion/Type-II/Unconventional,2.3 K,,Tetragonal,HoCoGa5-type,,,,,,"2.35 T (Hc2, parallel to c, at 1.9 K)",TRUE,10.1103/PhysRevB.73.184511
CeCoIn5,CeCoIn5,Single Crystal,,,SC,Heavy-fermion,2.3 K,,,Layered,,,,,,,TRUE,10.1103/PhysRevB.72.052509
CeCoIn5,CeCoIn5,Bulk,,,SC,Unconventional/Heavy-Fermion,,,Tetragonal,,,,,,,,FALSE,10.1103/PhysRevLett.113.246403
Cerium cobalt indium,CeCoIn5,heavy-fermion compound,,,SC,multiband,,,,,,,,,,,,10.1103/PhysRevB.86.064513
